Token,POS
",",ZM
soos,UPV
:,ZM
,
indien,KO
jou,PTEB
handelsmerk,NSE
onvoorwaardelik,BS
aanvaar,VTHOG
word,VTUOP
",",ZM
moet,VTUOM
jy,PTENP
dit,PDOENP
adverteer,VTHOG
in,SVS
die,LB
patentejoernaal,NSE
",",ZM
wat,PB
maandeliks,BS
deur,SVS
die,LB
staatsdrukker,NSE
uitgegee,VVHOG
word,VTUOP
.,ZE
,
dit,PDOENP
",",ZM
hoofsaaklik,BS
",",ZM
is,VTHOK
die,LB
bron,NSE
van,SVS
ons,PEMB
vertroue,NA
wanneer,PB
ons,PEMP
sê,VTHOG
dat,KO
dit,PDOENP
goed,BS
gaan,VTHOO
met,SVS
ons,PEMB
nasie,NSE
.,ZE
,
as,KO
jy,PTENP
versuim,VTHOO
om,SVS
aan,SVS
die,LB
permitvoorwaardes,NSM
te,UPI
voldoen,VTHOV
",",ZM
kan,VTUOM
jou,PTEB
permit,NSE
gekanselleer,VVHOG
of,KN
opgehef,VVHOG
word,VTUOP
.,ZE
,
alle,THAO
inhoud,NM
",",ZM
data,NM
en,KN
handelsmerke,NSM
",",ZM
met,SVS
inbegrip,NA
van,SVS
",",ZM
maar,KN
nie,BS
beperk,ASP
nie,UPO
tot,SVS
sagteware,NM
",",ZM
tegnologie,NSE
",",ZM
databasisse,NSM
",",ZM
kundigheid,NA
",",ZM
teks,NA
",",ZM
grafika,NM
",",ZM
ikone,NSM
",",ZM
hiperskakels,NSM
",",ZM
privaat,ASA
inligting,NM
",",ZM
ontwerpe,NSM
",",ZM
program,NSE
",",ZM
publikasie,NSE
",",ZM
produk,NSE
",",ZM
proses,NSE
of,KN
idee,NSE
wat,PB
op,SVS
hierdie,PA
webwerf,NSE
beskryf,VTHOG
word,VTUOP
",",ZM
kan,VTUOM
aan,SVS
ander,ASA
regte,NSM
onderhewig,ASP
wees,VTHOK
",",ZM
insluitende,SVS
ander,ASA
intellektuele,ASA
goedereregte,NSM
wat,PB
die,LB
eiendom,NSE
is,VTHOK
van,SVS
",",ZM
of,KN
gelisensieer,VVHOG
is,VVUOP
aan,SVS
die,LB
gcis,RL
of,KN
'n,LO
regspersoon,NSE
",",ZM
en,KN
wat,PB
as,KO
sodanig,PA
deur,SVS
suid-afrikaanse,ASA
wetgewing,NA
en,KN
internasionale,ASA
verdrae,NSM
en,KN
konvensies,NSM
teen,SVS
inbreuk,NA
beskerm,VTHOG
word,VTUOP
.,ZE
,
die,LB
resolusie,NSE
aanvaar,VTHOG
is,VVUOP
deur,SVS
'n,LO
meerderheid,NSE
van,SVS
die,LB
lede,NSM
wat,PB
by,SVS
die,LB
vergadering,NSE
teenwoordig,ASP
was,VVHOK
of,KN
verteenwoordig,VTHOG
is,VTHOK
;,ZM
en,KN
,
binne,SVS
die,LB
eersvolgende,ASA
18,RS
maande,NSM
wetgewing,NA
oor,SVS
een,THAB
enkele,THAB
staatsdiens,NSE
en,KN
tersaaklike,ASA
norme,NSM
en,KN
standaarde,NSM
",",ZM
vergoedingsbeleid,NSE
en,KN
sake,NSM
rakende,SVS
mediese,ASA
fondse,NSM
en,KN
pensioene,NSM
publiseer,VTHOG
,
as,KO
februarie,NEE
as,KO
finansiële,ASA
einddatum,NSE
swaarkry,NA
sal,VTUOM
veroorsaak,VTHOG
en,KN
jy,PTENP
toestemming,NA
van,SVS
die,LB
said,RL
verkry,VTHOG
het,VUOT
om,SVS
jou,PTEB
finansiële,ASA
state,NSM
op,SVS
'n,LO
ander,ASA
datum,NSE
voor,UPW
te,UPI
lê,VTHOG
",",ZM
kan,VTUOM
jy,PTENP
ook,BS
toestemming,NA
vra,VTHOG
om,SVS
opgawes,NSM
vir,SVS
voorlopige,ASA
belasting,NM
in,UPW
te,UPI
dien,VTHOG
op,SVS
dié,PA
datum,NSE
wat,PB
as,KO
einddatum,NSE
van,SVS
die,LB
finansiële,ASA
jaar,NSE
goedgekeur,VVHOG
is,VVUOP
.,ZE
,
roof,NA
,
geen,THAB
pogings,NSM
om,SVS
die,LB
openbare,ASA
orde,NA
ter,SVS
wille,NA
van,SVS
selfsugtige,ASA
eiebelang,NA
omver,UPW
te,UPI
werp,VTHOG
",",ZM
sal,VTUOM
geduld,VVHOG
word,VTUOP
nie,UPO
.,ZE
,
die,LB
suid-afrikaanse,ASA
vissery-owerheid,NSE
verantwoordelikheid,NSE
vir,SVS
die,LB
bestuur,NA
van,SVS
die,LB
vaartuig,NSE
sal,VTUOM
aanvaar,VTHOG
,
in,SVS
sommige,THAO
omstandighede,NSM
kan,VTUOM
dit,PDOENP
as,KO
'n,LO
tweede,TRAB
addisionele,ASA
taal,NSE
geleer,VVHOG
word,VTUOP
.,ZE
,
klagtes,NSM
wat,PB
nie,BS
by,SVS
die,LB
okd,RL
ingedien,VVHOG
kan,VTUOM
word,VTUOP
nie,UPO
:,ZM
,
saam,BS
met,SVS
ander,ASA
suidelike,ASA
lande,NSM
sal,VTUOM
ons,PEMP
aanhou,VTHSO
om,SVS
die,LB
saak,NSE
van,SVS
die,LB
herstrukturering,NA
van,SVS
die,LB
verenigde,ASA
nasies,NSM
",",ZM
die,LB
internasionale,ASA
monitêre,ASA
fonds,NSE
en,KN
ander,ASA
multilaterale,ASA
instansies,NSM
na,UPW
te,UPI
streef,VTHOG
",",ZM
sodat,KO
hulle,PDMP
die,LB
veranderde,ASA
en,KN
veranderende,ASA
globale,ASA
werklikheid,NA
weerspieël,VTHOG
en,KN
op,SVS
'n,LO
demokratiese,ASA
",",ZM
gelyke,ASA
en,KN
openlike,ASA
wyse,NSE
bedryf,VTHOG
word,VTUOP
.,ZE
,
dit,PDOENP
is,VTHOK
hierdie,PA
en,KN
ander,ASA
patriotte,NSM
wat,PB
die,LB
grootste,AOA
deel,NSE
van,SVS
die,LB
akkolade,NSE
verdien,VTHOG
as,KO
ons,PEMP
nou,BS
verklaar,VTHOG
-,ZM
nieteenstaande,KO
die,LB
ekonomiese,ASA
storms,NSM
wat,PB
aan,SVS
ons,PEMB
deur,NSE
hamer,VTHOO
",",ZM
ongeag,SVS
die,LB
politieke,ASA
onsekerhede,NSM
wat,PB
ons,PEMB
gemeenskaplike,ASA
bewussyn,NA
binnedring,VTHSG
in,SVS
die,LB
tyd,NM
van,SVS
oorgang,NSE
-,ZM
dat,KO
dit,PDOENP
goed,BS
gaan,VTHOO
met,SVS
ons,PEMB
nasie,NSE
.,ZE
,
die,LB
hersiene,ASA
nasionale,ASA
kurrikulumverklaring,NSE
is,VVUOP
gerig,VVHOG
op,SVS
die,LB
bevordering,NA
van,SVS
sowel,KO
toewyding,NA
as,KO
bevoegdheid,NA
onder,SVS
onderwysers,NSM
",",ZM
wat,PB
verantwoordelik,ASP
vir,SVS
die,LB
ontwikkeling,NA
van,SVS
hul,PDMB
eie,ASA
leerprogramme,NSM
sal,VTUOM
wees,VTHOK
.,ZE
,
dit,PDOENP
is,VTHOK
egter,BS
moontlik,ASP
dat,KO
sodanige,ASA
individue,NSM
oor,SVS
baie,THAO
jare,NSM
heen,BS
'n,LO
enorme,ASA
bydrae,NSE
tot,SVS
die,LB
wetenskaplike,ASA
gemeenskap,NSE
kon,VVUOM
gelewer,VVHOG
het,VUOT
",",ZM
en,KN
hierdie,PA
bydrae,NSE
nog,BS
vir,SVS
baie,THAO
jare,NSM
lank,BS
sal,VTUOM
bly,VTUOA
lewer,VTHOG
.,ZE
,
die,LB
kern,NSE
van,SVS
ons,PEMB
ekonomiese,ASA
programme,NSM
was,VVHOK
",",ZM
en,KN
moet,VTUOM
altyd,BS
wees,VTHOK
",",ZM
die,LB
oorweging,NSE
of,KN
die,LB
sukses,NSE
daarvan,PB
bydra,VTHSO
om,SVS
die,LB
lewensgehalte,NA
van,SVS
alle,THAO
suid-afrikaners,NSM
te,UPI
verbeter,VTHOG
",",ZM
en,KN
of,KO
die,LB
programme,NSM
dien,VTHOO
as,KO
'n,LO
belangrike,ASA
wapen,NSE
in,SVS
ons,PEMB
oorlog,NSE
teen,SVS
armoede,NA
en,KN
in,SVS
die,LB
versnelling,NSE
van,SVS
ons,PEMB
strewe,NA
om,SVS
doelwitte,NSM
soos,UPV
die,LB
afname,NSE
in,SVS
werkloosheid,NA
te,UPI
bereik,VTHOG
en,KN
om,SVS
die,LB
doelwit,NSE
van,SVS
gesondheid,NA
vir,SVS
almal,PO
te,UPI
bevorder,VTHOG
.,ZE
,
die,LB
soort,NSE
leerder,NSE
wat,PB
in,SVS
die,LB
vooruitsig,NSE
gestel,VVHOG
word,VTUOP
",",ZM
is,VTHOK
een,THPB
wat,PB
met,SVS
hierdie,PA
waardes,NSM
besiel,VTHOG
sal,VTUOM
wees,VTHOK
en,KN
wat,PB
in,SVS
die,LB
belange,NSM
van,SVS
'n,LO
samelewing,NSE
gegrond,ASP
op,SVS
agting,NA
vir,SVS
demokrasie,NA
",",ZM
gelykheid,NA
",",ZM
menswaardigheid,NA
",",ZM
lewe,NSE
en,KN
sosiale,ASA
geregtigheid,NA
sal,VTUOM
optree,VTHSO
.,ZE
,
in,SVS
hierdie,PA
opsig,NSE
het,VUOT
ons,PEMP
",",ZM
deur,SVS
wetgewing,NA
",",ZM
internasionale,ASA
konvensies,NSM
",",ZM
regulasies,NSM
en,KN
veldtogte,NSM
",",ZM
verseker,VTHOG
dat,KO
daadwerklike,ASA
pogings,NSM
gemaak,VVHOG
word,VTUOP
om,SVS
die,LB
toestande,NSM
van,SVS
kinders,NSM
",",ZM
vroue,NSM
",",ZM
mense,NSM
met,SVS
gebreke,NSM
en,KN
bejaardes,NSM
te,UPI
verbeter,VTHOG
.,ZE
,
hierdie,PA
en,KN
baie,THAO
ander,ASA
inisiatiewe,NSM
is,VTHOK
deel,NSE
van,SVS
'n,LO
omvattende,ASA
passasiersvervoerstrategie,NSE
wat,PB
pad,NSE
en,KN
spoor,NSE
kombineer,VTHOG
.,ZE
,
dan,BS
moet,VTUOM
jy,PTENP
",",ZM
as,KO
'n,LO
voornemende,ASA
invoerder,NSE
",",ZM
by,SVS
die,LB
medisynebeheerraad,NSE
aansoek,NSE
doen,VTHOG
om,SVS
'n,LO
artikel,NSE
21-vrystelling,NSE
ingevolge,SVS
die,LB
wet,NSE
op,SVS
medisyne,NM
en,KN
verwante,ASA
stowwe,NSM
",",ZM
1997,RS
(,ZPL
wet,NSE
101,RS
van,SVS
1965,RS
",",ZM
soos,UPV
gewysig,VVHOG
deur,SVS
wet,NSE
90,RS
van,SVS
1997,RS
),ZPR
.,ZE
,
op,SVS
die,LB
irp,RL
6-opgawe,NSE
vir,SVS
die,LB
eerste,TRAB
periode,NSE
is,VTHOK
daar,UXD
nou,BS
ruimte,NSE
waar,PB
jy,PTENP
so,UPV
'n,LO
versoek,NSE
moet,VTUOM
motiveer,VTHOG
.,ZE
,
sommige,THAO
van,UPD
die,LB
belangrikste,AOA
intervensies,NSM
is,VTHOK
:,ZM
die,LB
uitbreiding,NSE
van,SVS
die,LB
openbare,ASA
werke-program,NSE
",",ZM
werksubsidies,NSM
vir,SVS
direkte,ASA
werkskepping,NA
vir,SVS
geoogmerkte,ASA
groepe,NSM
",",ZM
verbetering,NSE
van,SVS
werksoekvermoë,NSE
",",ZM
verbetering,NSE
van,SVS
onderwys,NA
en,KN
opleiding,NA
",",ZM
verbetering,NSE
van,SVS
dienste,NSM
aan,SVS
en,KN
bates,NSM
van,SVS
arm,ASA
gemeenskappe,NSM
",",ZM
spesifieke,ASA
ingrypings,NSM
in,SVS
arm,ASA
huishoudings,NSM
",",ZM
en,KN
om,SVS
die,LB
doeltreffendheid,NA
te,UPI
verseker,VTHOG
van,SVS
instellings,NSM
wat,PB
vroue,NSM
en,KN
ander,ASA
sektore,NSM
ondersteun,VTHOG
.,ZE
,
die,LB
insolvent,NSE
nie,BS
aan,SVS
sekere,ASA
oortredings,NSM
skuldig,BS
bevind,VTHOG
is,VVUOP
nie,UPO
.,ZE
,
beëdigde,ASA
verklarings,NSM
deur,SVS
twee,THAB
referente,NSM
wat,PB
jou,PTEB
vermoëns,NSM
en,KN
kundigheid,NA
op,SVS
jou,PTEB
toepassingsterrein,NSE
kan,VTUOM
bevestig,VTHOG
.,ZE
,
gewaarmerkte,ASA
kopieë,NSM
van,SVS
reisdokumente,NSM
of,KN
identiteitsdokumente,NSM
,
oorspronklike,ASA
veeartsenyinvoerpermit,NSE
,
die,LB
status,NA
van,SVS
die,LB
applikant,NSE
",",VTHOG
byvoorbeeld,BS
direkteur,NSE
",",VTHOG
bestuurder,NSE
",",VTHOG
eienaar,NSE
,
koste,NSE
,
kragtens,SVS
die,LB
wet,NSE
op,SVS
die,LB
indiensneming,NA
van,SVS
opvoeders,NSM
(,ZPL
1998,RS
),ZPR
",",ZM
sal,VTUOM
die,LB
formele,ASA
skooldag,NSE
vir,SVS
opvoeders,NSM
sewe,THAB
uur,NSE
wees,VTHOK
.,ZE
,
'n,LO
polisiereservis,NSE
is,VTHOK
'n,LO
lid,NSE
van,SVS
die,LB
gemeenskap,NSE
wat,PB
deeltyds,BS
(,ZPL
vir,SVS
ten,SVS
minste,BO
16,RS
uur,NSE
per,SVS
maand,NSE
),ZPR
vrywilliglik,BS
en,KN
sonder,SVS
betaling,NSE
polisiëringsfunksies,NSM
of,KN
-aktiwiteite,RWD
vir,SVS
die,LB
suid-afrikaanse,ASA
polisiediens,NSE
(,ZPL
sapd,RL
),ZPR
verrig,VTHOG
.,ZE
,
wie,PV
moet,VTUOM
onderhoud,NM
verskaf,VTHOG
?,ZE
,
in,SVS
gevalle,NSM
waar,PB
diere,NSM
onder,SVS
kwarantyn,NA
geplaas,VVHOG
moet,VTUOM
word,VTUOP
",",ZM
moet,VTUOM
die,LB
invoerder,NSE
die,LB
kwarantynbeampte,NSE
by,SVS
die,LB
plek,NSE
van,SVS
binnekoms,NA
kontak,VTHOG
:,ZM
,
ek,PEENP
het,VUOT
probeer,VTUOA
om,SVS
nie,BS
struikel,VTHOO
nie,UPO
;,ZM
ek,PEENP
het,VUOT
'n,LO
paar,THAO
misstappe,NSM
langs,SVS
die,LB
pad,NSE
gegee,VVHOG
.,ZE
,
verkragting,NA
,
vorderingskedules,NSM
,
van,SVS
uiterse,ASA
belang,NSE
in,SVS
hierdie,PA
opsig,NSE
is,VTHOK
die,LB
versterking,NSE
van,SVS
ons,PEMB
samewerking,NA
tussen,SVS
die,LB
verenigde,ASA
nasies,NSM
se,UPS
veiligheidsraad,NSE
en,KN
die,LB
vrede-,RWD
en,KN
veiligheidsraad,NSE
van,SVS
die,LB
afrika-unie,NSE
.,ZE
,
toegang,NA
tot,SVS
dienste,NSM
soos,UPV
water,NM
",",ZM
elektrisiteit,NM
en,KN
sanitasie,NA
uit,UPW
te,UPI
brei,VTHOG
,
ons,PEMP
sal,VTUOM
voortgaan,VTHSO
om,SVS
gelei,VVHOG
te,UPI
word,VTUOP
deur,SVS
die,LB
regering,NSE
se,UPS
volkome,ASA
verbintenis,NSE
om,SVS
georganiseerde,ASA
misdaad,NSE
te,UPI
beveg,VTHOG
en,KN
om,SVS
die,LB
bestuur,NA
",",ZM
doeltreffendheid,NA
en,KN
koördinering,NA
van,SVS
ons,PEMB
wetstoepassingsagentskappe,NSM
te,UPI
verbeter,VTHOG
.,ZE
,
die,LB
doel,NSE
van,SVS
die,LB
webtuiste,NSE
vir,SVS
suid-afrikaanse,ASA
regeringsdienste,NSM
is,VTHOK
om,SVS
'n,LO
enkele,THAB
bron,NSE
van,SVS
inligting,NM
te,UPI
bied,VTHOG
oor,SVS
dienste,NSM
wat,PB
deur,SVS
die,LB
suid-afrikaanse,ASA
regering,NSE
verskaf,VTHOG
word,VTUOP
.,ZE
,
die,LB
bruto,ASA
opbrengs,NSE
by,SVS
verhandeling,NA
,
in,SVS
hierdie,PA
verband,NSE
sal,VTUOM
ons,PEMP
ook,BS
voortgaan,VTHSO
om,SVS
met,SVS
die,LB
leiers,NSM
van,SVS
die,LB
mense,NSM
van,SVS
palestina,NEE
",",ZM
israel,NEE
",",ZM
irak,NEE
",",ZM
iran,NEE
en,KN
ander,ASA
lande,NSM
in,SVS
die,LB
midde-ooste,NEE
en,KN
die,LB
persiese,ASA
golf,NSE
gesprek,NSE
te,UPI
voer,VTHOG
.,ZE
,
die,LB
vlagstaat,NSE
waaronder,PB
die,LB
vaartuig,NSE
tans,BS
geregistreer,VVHOG
is,VVUOP
(,ZPL
indien,KO
dit,PDOENP
deur,SVS
'n,LO
suid-afrikaanse,ASA
visvangsregtehouer,NSE
gehuur,VVHOG
of,KN
gekontrakteer,VVHOG
word,VTUOP
),ZPR
.,ZE
,
moet,VTUOM
opgelei,VVHOG
word,VTUOP
in,SVS
dié,PA
aspekte,NSM
van,SVS
sektorpolisiëring,NA
en,KN
/,RS
of,KN
funksionele,ASA
polisiëring,NA
wat,PB
op,SVS
sy,PDHEB
of,KN
haar,PDVEB
pligte,NSM
betrekking,NA
het,VTHOG
.,ZE
,
sy,PDHEB
of,KN
haar,PDVEB
ouers,NSM
",",VTHOG
ongeag,SVS
of,KO
hulle,PDMP
getroud,VVHOG
is,VTHOK
",",VTHOG
saamwoon,VTHSO
",",VTHOG
uitmekaargegaan,VVHOO
het,VUOT
of,KN
geskei,VVHOG
is,VTHOK
",",VTHOG
insluitend,ASP
ouers,NSM
wat,PB
die,LB
kind,NSE
aangeneem,VVHOG
het,VUOT
;,ZM
en,KN
/,RS
of,KN
,
aansoeke,NSM
om,SVS
'n,LO
uitvoerpermit,NSE
vir,SVS
lewende,ASA
",",ZM
gematigde,ASA
varswatervis,NM
of,KN
tropiese,ASA
vis,NM
moet,VTUOM
by,SVS
die,LB
departement,NSE
van,SVS
landbou,NA
ingedien,VVHOG
word,VTUOP
.,ZE
,
en,KN
dus,BS
",",ZM
in,SVS
die,LB
woorde,NSM
van,SVS
voormalige,ASA
president,NSE
mandela,NEE
",",ZM
"""",ZPL
durf,VTUOM
ons,PEMP
nie,BS
talm,VTHOO
nie,UPO
",",ZM
want,KN
ons,PEMP
lang,ASA
pad,NSE
is,VTHOK
nog,BS
nie,BS
verby,ASP
nie,UPO
"""",ZPR
.,ZE
,
kommunikasie,NA
-,ZM
kommunikeer,VTHOO
gepas,BS
en,KN
doeltreffend,BS
in,SVS
'n,LO
verskeidenheid,NSE
sosiale,ASA
kontekste,NSM
.,ZE
,
dit,PDOENP
word,VTHOK
stadig,BS
maar,KN
seker,BS
sterker,AVP
",",ZM
en,KN
dit,PDOENP
word,VTUOP
ondersteun,VTHOG
deur,SVS
'n,LO
grondwet,NSE
wat,PB
nêrens,BS
ter,SVS
wêreld,NSE
geëwenaar,VVHOG
kan,VTUOM
word,VTUOP
nie,UPO
.,ZE
,
niemand,PO
mag,VTUOM
seewatervis,NM
sonder,SVS
'n,LO
permit,NSE
uitvoer,VTHSG
nie,UPO
.,ZE
,
'n,LO
130,RS
jaar,NSE
later,BV
staan,VTHOO
ons,PEMP
verwonder,BS
oor,SVS
die,LB
hoop,NA
en,KN
deursettingsvermoë,NA
wat,PB
daardie,PA
onversetlike,ASA
harte,NSM
besiel,VTHOG
het,VUOT
.,ZE
,
indien,KO
persoonlike,ASA
inligting,NM
na,SVS
hierdie,PA
webwerf,NSE
gestuur,VVHOG
is,VVUOP
",",ZM
kan,VTUOM
gebruikers,NSM
wat,PB
hulle,PDMB
persoonlike,ASA
inligting,NM
wil,VTUOM
hersien,VTHOG
",",ZM
dit,PDOENP
doen,VTHOG
deur,SVS
by,SVS
wyse,NSE
van,SVS
die,LB
skakel,NSE
"""",ZPL
kontak,VTHOG
ons,PEMP
"""",ZPR
so,BS
'n,LO
hersiening,NA
aan,UPW
te,UPI
vra,VTHOG
.,ZE
,
mediese,ASA
sertifikate,NSM
wat,PB
deur,SVS
die,LB
daartoe,PB
gemagtigde,ASA
beamptes,NSM
by,SVS
die,LB
raad,NSE
vir,SVS
gesondheidsberoepe,NSM
onderteken,VTHOG
en,KN
gestempel,VVHOG
is,VVUOP
.,ZE
,
al,THAO
hierdie,PA
ekonomiese,ASA
en,KN
maatskaplike,ASA
programme,NSM
vorm,VTHOG
deel,NSE
van,SVS
ons,PEMB
strategie,NSE
om,SVS
die,LB
armoede,NA
waaronder,PB
baie,THAO
van,UPD
ons,PEMB
mense,NSM
ly,VTHOO
",",ZM
te,UPI
verminder,VTHOG
en,KN
uit,UPW
te,UPI
wis,VTHOG
.,ZE
,
die,LB
hof,NSE
sal,VTUOM
jou,PTEDP
voorsien,VTHOG
van,SVS
'n,LO
datum,NSE
waarop,PB
jy,PTENP
en,KN
die,LB
respondent,NSE
(,ZPL
die,LB
persoon,NSE
van,SVS
wie,PB
jy,PTENP
onderhoud,NM
verlang,VTHOG
),ZPR
na,SVS
die,LB
hof,NSE
toe,SVS
moet,VTUOM
gaan,VTHOO
.,ZE
,
beskadiging,NA
van,SVS
eiendom,NSE
,
ons,PEMB
regeringstelsel,NSE
in,SVS
sy,PDHEB
geheel,NM
onderneem,VTHOG
dus,BS
dat,KO
",",ZM
in,SVS
die,LB
tydperk,NSE
wat,PB
voorlê,VTHSO
",",ZM
hy,PDHENP
sy,PDHEB
beste,AOA
sal,VTUOM
doen,VTHOG
om,SVS
die,LB
opdrag,NSE
van,SVS
"""",ZPL
besigheid,NSE
buitengewoon,ASP
"""",ZPR
uit,UPW
te,UPI
voer,VTHOG
!,ZE
,
'n,LO
insolvent,NSE
is,VTHOK
'n,LO
skuldenaar,NSE
wie,PB
se,UPS
boedel,NSE
(,ZPL
alles,PO
wat,PB
'n,LO
persoon,NSE
besit,VTHOG
insluitende,SVS
geld,NM
),ZPR
is,VTHOK
onder,SVS
sekwestrasie,NSE
(,ZPL
word,VTUOP
geadministreer,VVHOG
totdat,KO
alle,THAO
skuld,NM
betaal,VTHOG
is,VVUOP
),ZPR
.,ZE
,
emosionele,ASA
en,KN
sosiale,ASA
gedrag,NM
;,ZM
,
die,LB
gcis,RL
of,KN
sy,PDHEB
diensverskaffer(s),NSE
kan,VTUOM
koekies,NSMD
gebruik,VTHOG
om,SVS
kollektiewe,ASA
data,NM
te,UPI
versamel,VTHOG
.,ZE
,
dokumente,NSM
wat,PB
deur,SVS
kommissarisse,NSM
van,SVS
ede,NSM
as,KO
ware,ASA
kopieë,NSM
van,SVS
die,LB
oorspronklike,ASA
dokumente,NSM
gewaarmerk,VVHOG
is,VVUOP
.,ZE
,
die,LB
rekeningbesonderhede,NSM
is,VVUOP
soos,UPV
volg,VTHOO
saamgestel,VVHOG
:,ZM
,
ek,PEENP
vertrou,VTHOG
dat,KO
2008,RS
een,THAB
van,UPD
die,LB
merkwaardigste,AOA
jare,NSM
van,SVS
ons,PEMB
demokrasie,NSE
sal,VTUOM
wees,VTHOK
",",ZM
soos,UPV
wat,PB
ons,PEMP
almal,PO
saamwerk,VTHSO
om,SVS
die,LB
kernstrewe,NSE
van,SVS
ons,PEMB
mense,NSM
te,UPI
verwesenlik,VTHOG
om,SVS
'n,LO
beter,AVA
lewe,NSE
vir,SVS
almal,PO
te,UPI
bewerkstellig,VTHOG
.,ZE
,
ofskoon,KO
dit,PDOENP
18,RS
maande,NSM
neem,VTHOG
om,SVS
'n,LO
handelsmerk,NSE
te,UPI
registreer,VTHOG
",",ZM
mag,VTUOM
jy,PTENP
jou,PTEB
aansoeknommer,NSE
gebruik,VTHOG
sodra,KO
jy,PTENP
hom,PDHEDP
ontvang,VTHOG
.,ZE
,
lw,RA
:,ZM
hierdie,PA
invoerpermit,NSE
sluit,VTHOG
varswatervis,NM
uit,UPW
",",ZM
want,KN
dit,PDOENP
word,VTUOP
deur,SVS
die,LB
departement,NSE
van,SVS
landbou,NA
geadministreer,VVHOG
.,ZE
,
identiteitsdokumente,NSM
-,ZM
in,SVS
die,LB
geval,NSE
van,SVS
'n,LO
suid-afrikaanse,ASA
burger,NSE
,
ons,PEMP
staan,VTHOO
op,SVS
die,LB
vooraand,NSE
van,SVS
die,LB
laaste,TRAO
volledige,ASA
finansiële,ASA
jaar,NSE
van,SVS
die,LB
huidige,ASA
en,KN
derde,TRAB
demokratiese,ASA
parlement,NSE
en,KN
regering,NSE
",",ZM
waarna,PB
ons,PEMP
binnekort,BS
ons,PEMB
vierde,TRAB
algemene,ASA
verkiesing,NSE
sal,VTUOM
hou,VTHOG
.,ZE
,
dit,PDOENP
die,LB
insolvent,NSE
se,UPS
eerste,TRAB
sekwestrasie,NSE
was,VVHOK
en,KN
,
watter,PV
dienste,NSM
bied,VTHOG
konsulêre,ASA
beamptes,NSM
aan,SVS
suid-afrikaners,NSM
wat,PB
in,SVS
die,LB
buiteland,NM
aangehou,VVHOG
word,VTUOP
?,ZE
,
leerders,NSM
behoort,VTUOM
byvoorbeeld,BS
'n,LO
bewustheid,NSE
te,UPI
ontwikkel,VTHOG
van,SVS
belangrike,ASA
menseregte-,RWD
en,KN
omgewingskwessies,NSM
",",ZM
soos,UPV
armoede,NA
",",ZM
miv,RL
/,RS
vigs,RK
",",ZM
die,LB
reg,NSE
op,SVS
grond,NM
",",ZM
en,KN
verbruikersdruk,NA
.,ZE
,
ons,PEMP
sal,VTUOM
dit,PDOENP
doen,VTHOG
",",ZM
aangevuur,VVHOG
deur,SVS
die,LB
gemeenskaplike,ASA
strewe,NA
van,SVS
die,LB
mense,NSM
van,SVS
die,LB
kontinent,NSE
na,SVS
verhoogde,ASA
integrasie,NA
in,SVS
hul,PDMB
soeke,NA
na,SVS
kontinentale,ASA
eenheid,NA
op,SVS
alle,THAO
vlakke,NSM
.,ZE
,
dit,PDOENP
is,VTHOK
verder,BV
baie,THBO
belangrik,ASP
dat,KO
die,LB
verbintenis,NSE
van,SVS
staatsamptenare,NSM
tot,SVS
hul,PDMB
pligte,NSM
verbeter,VTHOG
word,VTUOP
-,ZM
'n,LO
taak,NSE
wat,PB
rus,VTHOO
op,SVS
die,LB
skouers,NSM
van,SVS
die,LB
leiers,NSM
",",ZM
staatsamptenare,NSM
en,KN
die,LB
werkersuniebeweging,NSE
.,ZE
,
brief,NSE
van,SVS
geen,THAB
beletsel,NSE
(,ZPL
huwelikstatusbrief,NSE
),ZPR
wat,PB
deur,SVS
die,LB
daartoe,PB
gemagtigde,ASA
werknemer,NSE
by,SVS
buitelandse,ASA
sake,NSM
onderteken,VTHOG
en,KN
gestempel,VVHOG
is,VVUOP
.,ZE
,
indien,KO
jy,PTENP
persoonlik,BS
na,SVS
die,LB
okd-kantoor,NSE
kom,VTHOO
",",ZM
moet,VTUOM
jy,PTENP
die,LB
gevallewerker,NSE
of,KN
-ontleder,RWD
raadpleeg,VTHOG
.,ZE
,
die,LB
dekbrief,NSE
moet,VTUOM
insluit,VTHSG
:,ZM
,
in,SVS
openbare,ASA
en,KN
privaatinstansies,NSM
is,VTHOK
die,LB
moontlikheid,NSE
van,SVS
misdadige,ASA
skemas,NSM
wat,PB
hulpbronne,NSM
uitwis,VTHSG
deur,SVS
korrupsie,NA
altyd,BS
'n,LO
bron,NSE
van,SVS
groot,ASA
kommer,NA
.,ZE
,
terwyl,KO
die,LB
verbruikersbloeitydperk,NSE
",",ZM
aangevuur,VVHOG
deur,SVS
meer,THAO
werksgeleenthede,NSM
",",ZM
stygende,ASA
inkomste,NSE
en,KN
laer,ASA
inflasie-,RWD
en,KN
rentekoerse,NSM
",",ZM
in,SVS
hierdie,PA
verband,NSE
'n,LO
rol,NSE
gespeel,VVHOG
het,VUOT
",",ZM
word,VTUOP
ons,PEMP
bemoedig,VTHOG
deur,SVS
die,LB
breë,ASA
spektrum,NSE
geleenthede,NSM
vir,SVS
verdere,ASA
ontwikkeling,NA
in,SVS
die,LB
toekoms,NA
.,ZE
,
enige,PO
vorm,NSE
van,SVS
geweld,NA
soos,UPV
fisiese,ASA
",",ZM
seksuele,ASA
",",ZM
emosionele,ASA
